from,to,ref,value,quality,parameter_id,station_id,date
,,,260,G,3,97200,1704816000000.0
,,,260,G,3,97200,1704819600000.0
,,,270,G,3,97200,1704823200000.0
,,,260,G,3,97200,1704826800000.0
,,,260,G,3,97200,1704830400000.0
,,,250,G,3,97200,1704834000000.0
,,,270,G,3,97200,1704837600000.0
,,,280,G,3,97200,1704841200000.0
,,,280,G,3,97200,1704844800000.0
,,,270,G,3,97200,1704848400000.0
,,,270,G,3,97200,1704852000000.0
,,,280,G,3,97200,1704855600000.0
,,,280,G,3,97200,1704859200000.0
,,,270,G,3,97200,1704862800000.0
,,,280,G,3,97200,1704866400000.0
,,,250,G,3,97200,1704870000000.0
,,,280,G,3,97200,1704873600000.0
,,,260,G,3,97200,1704877200000.0
,,,270,G,3,97200,1704880800000.0
,,,280,G,3,97200,1704884400000.0
,,,280,G,3,97200,1704888000000.0
,,,270,G,3,97200,1704891600000.0
,,,270,G,3,97200,1704895200000.0
,,,270,G,3,97200,1704898800000.0
,,,280,G,3,97200,1704902400000.0
,,,280,G,3,97200,1704906000000.0
,,,270,G,3,97200,1704909600000.0
,,,260,G,3,97200,1704913200000.0
,,,260,G,3,97200,1704916800000.0
,,,270,G,3,97200,1704920400000.0
,,,270,G,3,97200,1704924000000.0
,,,270,G,3,97200,1704927600000.0
,,,280,G,3,97200,1704931200000.0
,,,290,G,3,97200,1704934800000.0
,,,290,G,3,97200,1704938400000.0
,,,290,G,3,97200,1704942000000.0
,,,290,G,3,97200,1704945600000.0
,,,330,G,3,97200,1704949200000.0
,,,340,G,3,97200,1704952800000.0
,,,340,G,3,97200,1704956400000.0
,,,340,G,3,97200,1704960000000.0
,,,350,G,3,97200,1704963600000.0
,,,10,G,3,97200,1704967200000.0
,,,360,G,3,97200,1704970800000.0
,,,340,G,3,97200,1704974400000.0
,,,340,G,3,97200,1704978000000.0
,,,320,G,3,97200,1704981600000.0
,,,310,G,3,97200,1704985200000.0
,,,310,G,3,97200,1704988800000.0
,,,300,G,3,97200,1704992400000.0
,,,270,G,3,97200,1704996000000.0
,,,0,G,3,97200,1704999600000.0
,,,220,G,3,97200,1705003200000.0
,,,220,G,3,97200,1705006800000.0
,,,230,G,3,97200,1705010400000.0
,,,240,G,3,97200,1705014000000.0
,,,250,G,3,97200,1705017600000.0
,,,240,G,3,97200,1705021200000.0
,,,250,G,3,97200,1705024800000.0
,,,260,G,3,97200,1705028400000.0
,,,280,G,3,97200,1705032000000.0
,,,280,G,3,97200,1705035600000.0
,,,290,G,3,97200,1705039200000.0
,,,290,G,3,97200,1705042800000.0
,,,280,G,3,97200,1705046400000.0
,,,280,G,3,97200,1705050000000.0
,,,290,G,3,97200,1705053600000.0
,,,290,G,3,97200,1705057200000.0
,,,300,G,3,97200,1705060800000.0
,,,300,G,3,97200,1705064400000.0
,,,310,G,3,97200,1705068000000.0
,,,310,G,3,97200,1705071600000.0
,,,350,G,3,97200,1705075200000.0
,,,350,G,3,97200,1705078800000.0
,,,20,G,3,97200,1705082400000.0
,,,40,G,3,97200,1705086000000.0
,,,90,G,3,97200,1705089600000.0
,,,140,G,3,97200,1705093200000.0
,,,160,G,3,97200,1705096800000.0
,,,200,G,3,97200,1705100400000.0
,,,150,G,3,97200,1705104000000.0
,,,150,G,3,97200,1705107600000.0
,,,160,G,3,97200,1705111200000.0
,,,150,G,3,97200,1705114800000.0
,,,150,G,3,97200,1705118400000.0
,,,160,G,3,97200,1705122000000.0
,,,160,G,3,97200,1705125600000.0
,,,170,G,3,97200,1705129200000.0
,,,170,G,3,97200,1705132800000.0
,,,170,G,3,97200,1705136400000.0
,,,170,G,3,97200,1705140000000.0
,,,180,G,3,97200,1705143600000.0
,,,180,G,3,97200,1705147200000.0
,,,250,G,3,97200,1705150800000.0
,,,310,G,3,97200,1705154400000.0
,,,290,G,3,97200,1705158000000.0
,,,280,G,3,97200,1705161600000.0
,,,290,G,3,97200,1705165200000.0
,,,280,G,3,97200,1705168800000.0
,,,280,G,3,97200,1705172400000.0
,,,300,G,3,97200,1705176000000.0
,,,280,G,3,97200,1705179600000.0
,,,280,G,3,97200,1705183200000.0
,,,280,G,3,97200,1705186800000.0
,,,290,G,3,97200,1705190400000.0
,,,290,G,3,97200,1705194000000.0
,,,300,G,3,97200,1705197600000.0
,,,320,G,3,97200,1705201200000.0
,,,320,G,3,97200,1705204800000.0
,,,340,G,3,97200,1705208400000.0
,,,320,G,3,97200,1705212000000.0
,,,310,G,3,97200,1705215600000.0
,,,310,G,3,97200,1705219200000.0
,,,320,G,3,97200,1705222800000.0
,,,330,G,3,97200,1705226400000.0
,,,320,G,3,97200,1705230000000.0
,,,330,G,3,97200,1705233600000.0
,,,330,G,3,97200,1705237200000.0
,,,310,G,3,97200,1705240800000.0
,,,310,G,3,97200,1705244400000.0
,,,20,G,3,97200,1705248000000.0
,,,40,G,3,97200,1705251600000.0
,,,30,G,3,97200,1705255200000.0
,,,20,G,3,97200,1705258800000.0
,,,20,G,3,97200,1705262400000.0
,,,20,G,3,97200,1705266000000.0
,,,20,G,3,97200,1705269600000.0
,,,30,G,3,97200,1705273200000.0
,,,30,G,3,97200,1705276800000.0
,,,30,G,3,97200,1705280400000.0
,,,20,G,3,97200,1705284000000.0
,,,10,G,3,97200,1705287600000.0
,,,10,G,3,97200,1705291200000.0
,,,20,G,3,97200,1705294800000.0
,,,20,G,3,97200,1705298400000.0
,,,10,G,3,97200,1705302000000.0
,,,360,G,3,97200,1705305600000.0
,,,10,G,3,97200,1705309200000.0
,,,10,G,3,97200,1705312800000.0
,,,10,G,3,97200,1705316400000.0
,,,10,G,3,97200,1705320000000.0
,,,360,G,3,97200,1705323600000.0
,,,350,G,3,97200,1705327200000.0
,,,350,G,3,97200,1705330800000.0
,,,340,G,3,97200,1705334400000.0
,,,340,G,3,97200,1705338000000.0
,,,310,G,3,97200,1705341600000.0
,,,310,G,3,97200,1705345200000.0
,,,320,G,3,97200,1705348800000.0
,,,310,G,3,97200,1705352400000.0
,,,310,G,3,97200,1705356000000.0
,,,310,G,3,97200,1705359600000.0
,,,310,G,3,97200,1705363200000.0
,,,300,G,3,97200,1705366800000.0
,,,280,G,3,97200,1705370400000.0
,,,280,G,3,97200,1705374000000.0
,,,290,G,3,97200,1705377600000.0
,,,280,G,3,97200,1705381200000.0
,,,280,G,3,97200,1705384800000.0
,,,280,G,3,97200,1705388400000.0
,,,270,G,3,97200,1705392000000.0
,,,250,G,3,97200,1705395600000.0
,,,240,G,3,97200,1705399200000.0
,,,250,G,3,97200,1705402800000.0
,,,250,G,3,97200,1705406400000.0
,,,260,G,3,97200,1705410000000.0
,,,250,G,3,97200,1705413600000.0
,,,230,G,3,97200,1705417200000.0
,,,220,G,3,97200,1705420800000.0
,,,200,G,3,97200,1705424400000.0
,,,180,G,3,97200,1705428000000.0
,,,190,G,3,97200,1705431600000.0
,,,190,G,3,97200,1705435200000.0
,,,180,G,3,97200,1705438800000.0
,,,200,G,3,97200,1705442400000.0
,,,170,G,3,97200,1705446000000.0
,,,180,G,3,97200,1705449600000.0
,,,170,G,3,97200,1705453200000.0
,,,140,G,3,97200,1705456800000.0
,,,160,G,3,97200,1705460400000.0
,,,150,G,3,97200,1705464000000.0
,,,150,G,3,97200,1705467600000.0
,,,160,G,3,97200,1705471200000.0
,,,150,G,3,97200,1705474800000.0
,,,140,G,3,97200,1705478400000.0
,,,140,G,3,97200,1705482000000.0
,,,150,G,3,97200,1705485600000.0
,,,150,G,3,97200,1705489200000.0
,,,170,G,3,97200,1705492800000.0
,,,160,G,3,97200,1705496400000.0
,,,160,G,3,97200,1705500000000.0
,,,170,G,3,97200,1705503600000.0
,,,170,G,3,97200,1705507200000.0
,,,170,G,3,97200,1705510800000.0
,,,170,G,3,97200,1705514400000.0
,,,160,G,3,97200,1705518000000.0
,,,170,G,3,97200,1705521600000.0
,,,170,G,3,97200,1705525200000.0
,,,170,G,3,97200,1705528800000.0
,,,170,G,3,97200,1705532400000.0
,,,240,G,3,97200,1705564800000.0
,,,240,G,3,97200,1705568400000.0
,,,250,G,3,97200,1705572000000.0
,,,260,G,3,97200,1705575600000.0
,,,250,G,3,97200,1705579200000.0
,,,260,G,3,97200,1705582800000.0
,,,260,G,3,97200,1705586400000.0
,,,270,G,3,97200,1705590000000.0
,,,270,G,3,97200,1705593600000.0
,,,280,G,3,97200,1705597200000.0
,,,260,G,3,97200,1705600800000.0
,,,280,G,3,97200,1705604400000.0
,,,270,G,3,97200,1705608000000.0
,,,270,G,3,97200,1705611600000.0
,,,260,G,3,97200,1705615200000.0
,,,270,G,3,97200,1705618800000.0
,,,260,G,3,97200,1705622400000.0
,,,250,G,3,97200,1705626000000.0
,,,250,G,3,97200,1705629600000.0
,,,250,G,3,97200,1705633200000.0
,,,250,G,3,97200,1705636800000.0
,,,280,G,3,97200,1705640400000.0
,,,300,G,3,97200,1705644000000.0
,,,0,G,3,97200,1705647600000.0
,,,0,G,3,97200,1705651200000.0
,,,260,G,3,97200,1705654800000.0
,,,280,G,3,97200,1705658400000.0
,,,270,G,3,97200,1705662000000.0
,,,270,G,3,97200,1705665600000.0
,,,270,G,3,97200,1705669200000.0
,,,280,G,3,97200,1705672800000.0
,,,240,G,3,97200,1705676400000.0
,,,0,G,3,97200,1705680000000.0
,,,0,G,3,97200,1705683600000.0
,,,0,G,3,97200,1705687200000.0
,,,0,G,3,97200,1705690800000.0
,,,0,G,3,97200,1705694400000.0
,,,0,G,3,97200,1705698000000.0
,,,0,G,3,97200,1705701600000.0
,,,0,G,3,97200,1705705200000.0
,,,60,G,3,97200,1705708800000.0
,,,10,G,3,97200,1705712400000.0
,,,40,G,3,97200,1705716000000.0
,,,60,G,3,97200,1705719600000.0
,,,10,G,3,97200,1705723200000.0
,,,340,G,3,97200,1705726800000.0
,,,290,G,3,97200,1705730400000.0
,,,330,G,3,97200,1705734000000.0
,,,320,G,3,97200,1705737600000.0
,,,320,G,3,97200,1705741200000.0
,,,310,G,3,97200,1705744800000.0
,,,300,G,3,97200,1705748400000.0
,,,290,G,3,97200,1705752000000.0
,,,280,G,3,97200,1705755600000.0
,,,290,G,3,97200,1705759200000.0
,,,270,G,3,97200,1705762800000.0
,,,270,G,3,97200,1705766400000.0
,,,310,G,3,97200,1705770000000.0
,,,280,G,3,97200,1705773600000.0
,,,240,G,3,97200,1705777200000.0
,,,180,G,3,97200,1705780800000.0
,,,150,G,3,97200,1705784400000.0
,,,140,G,3,97200,1705788000000.0
,,,140,G,3,97200,1705791600000.0
,,,170,G,3,97200,1705795200000.0
,,,160,G,3,97200,1705798800000.0
,,,170,G,3,97200,1705802400000.0
,,,160,G,3,97200,1705806000000.0
,,,170,G,3,97200,1705809600000.0
,,,170,G,3,97200,1705813200000.0
,,,180,G,3,97200,1705816800000.0
,,,180,G,3,97200,1705820400000.0
,,,190,G,3,97200,1705824000000.0
,,,180,G,3,97200,1705827600000.0
,,,190,G,3,97200,1705831200000.0
,,,180,G,3,97200,1705834800000.0
,,,180,G,3,97200,1705838400000.0
,,,180,G,3,97200,1705842000000.0
,,,170,G,3,97200,1705845600000.0
,,,160,G,3,97200,1705849200000.0
,,,180,G,3,97200,1705852800000.0
,,,180,G,3,97200,1705856400000.0
,,,180,G,3,97200,1705860000000.0
,,,180,G,3,97200,1705863600000.0
,,,190,G,3,97200,1705867200000.0
,,,190,G,3,97200,1705870800000.0
,,,200,G,3,97200,1705874400000.0
,,,190,G,3,97200,1705878000000.0
,,,180,G,3,97200,1705881600000.0
,,,180,G,3,97200,1705885200000.0
,,,170,G,3,97200,1705888800000.0
,,,160,G,3,97200,1705892400000.0
,,,160,G,3,97200,1705896000000.0
,,,160,G,3,97200,1705899600000.0
,,,160,G,3,97200,1705903200000.0
,,,170,G,3,97200,1705906800000.0
,,,170,G,3,97200,1705910400000.0
,,,170,G,3,97200,1705914000000.0
,,,180,G,3,97200,1705917600000.0
,,,180,G,3,97200,1705921200000.0
,,,180,G,3,97200,1705924800000.0
,,,180,G,3,97200,1705928400000.0
,,,180,G,3,97200,1705932000000.0
,,,180,G,3,97200,1705935600000.0
,,,200,G,3,97200,1705939200000.0
,,,210,G,3,97200,1705942800000.0
,,,220,G,3,97200,1705946400000.0
,,,210,G,3,97200,1705950000000.0
,,,230,G,3,97200,1705953600000.0
,,,230,G,3,97200,1705957200000.0
,,,220,G,3,97200,1705960800000.0
,,,230,G,3,97200,1705964400000.0
,,,220,G,3,97200,1705968000000.0
,,,230,G,3,97200,1705971600000.0
,,,230,G,3,97200,1705975200000.0
,,,230,G,3,97200,1705978800000.0
,,,220,G,3,97200,1705982400000.0
,,,220,G,3,97200,1705986000000.0
,,,230,G,3,97200,1705989600000.0
,,,210,G,3,97200,1705993200000.0
,,,220,G,3,97200,1705996800000.0
,,,220,G,3,97200,1706000400000.0
,,,230,G,3,97200,1706004000000.0
,,,230,G,3,97200,1706007600000.0
,,,240,G,3,97200,1706011200000.0
,,,240,G,3,97200,1706014800000.0
,,,260,G,3,97200,1706018400000.0
,,,280,G,3,97200,1706022000000.0
,,,290,G,3,97200,1706025600000.0
,,,290,G,3,97200,1706029200000.0
,,,290,G,3,97200,1706032800000.0
,,,130,G,3,97200,1706083200000.0
,,,130,G,3,97200,1706086800000.0
,,,130,G,3,97200,1706090400000.0
,,,130,G,3,97200,1706094000000.0
,,,120,G,3,97200,1706097600000.0
,,,0,G,3,97200,1706101200000.0
,,,0,G,3,97200,1706104800000.0
,,,0,G,3,97200,1706108400000.0
,,,320,G,3,97200,1706112000000.0
,,,310,G,3,97200,1706115600000.0
,,,310,G,3,97200,1706119200000.0
,,,310,G,3,97200,1706122800000.0
,,,320,G,3,97200,1706126400000.0
,,,340,G,3,97200,1706130000000.0
,,,340,G,3,97200,1706133600000.0
,,,340,G,3,97200,1706137200000.0
,,,340,G,3,97200,1706140800000.0
,,,320,G,3,97200,1706144400000.0
,,,330,G,3,97200,1706148000000.0
,,,340,G,3,97200,1706151600000.0
,,,330,G,3,97200,1706155200000.0
,,,330,G,3,97200,1706158800000.0
,,,330,G,3,97200,1706162400000.0
,,,330,G,3,97200,1706166000000.0
,,,320,G,3,97200,1706169600000.0
,,,310,G,3,97200,1706173200000.0
,,,330,G,3,97200,1706176800000.0
,,,330,G,3,97200,1706180400000.0
,,,320,G,3,97200,1706184000000.0
,,,350,G,3,97200,1706187600000.0
,,,320,G,3,97200,1706191200000.0
,,,330,G,3,97200,1706194800000.0
,,,330,G,3,97200,1706198400000.0
,,,350,G,3,97200,1706202000000.0
,,,340,G,3,97200,1706205600000.0
,,,330,G,3,97200,1706209200000.0
,,,360,G,3,97200,1706212800000.0
,,,350,G,3,97200,1706216400000.0
,,,330,G,3,97200,1706220000000.0
,,,20,G,3,97200,1706223600000.0
,,,50,G,3,97200,1706227200000.0
,,,0,G,3,97200,1706230800000.0
,,,130,G,3,97200,1706234400000.0
,,,130,G,3,97200,1706238000000.0
,,,160,G,3,97200,1706241600000.0
,,,140,G,3,97200,1706245200000.0
,,,160,G,3,97200,1706248800000.0
,,,160,G,3,97200,1706252400000.0
,,,160,G,3,97200,1706256000000.0
,,,170,G,3,97200,1706259600000.0
,,,140,G,3,97200,1706263200000.0
,,,140,G,3,97200,1706266800000.0
,,,160,G,3,97200,1706270400000.0
,,,140,G,3,97200,1706274000000.0
,,,140,G,3,97200,1706277600000.0
,,,140,G,3,97200,1706281200000.0
,,,140,G,3,97200,1706284800000.0
,,,140,G,3,97200,1706288400000.0
,,,140,G,3,97200,1706292000000.0
,,,130,G,3,97200,1706295600000.0
,,,130,G,3,97200,1706299200000.0
,,,140,G,3,97200,1706302800000.0
,,,130,G,3,97200,1706306400000.0
,,,0,G,3,97200,1706310000000.0
,,,0,G,3,97200,1706313600000.0
,,,0,G,3,97200,1706317200000.0
,,,310,G,3,97200,1706320800000.0
,,,310,G,3,97200,1706324400000.0
,,,320,G,3,97200,1706328000000.0
,,,310,G,3,97200,1706331600000.0
,,,300,G,3,97200,1706335200000.0
,,,270,G,3,97200,1706338800000.0
,,,280,G,3,97200,1706342400000.0
,,,280,G,3,97200,1706346000000.0
,,,270,G,3,97200,1706349600000.0
,,,230,G,3,97200,1706353200000.0
,,,240,G,3,97200,1706356800000.0
,,,220,G,3,97200,1706360400000.0
,,,190,G,3,97200,1706364000000.0
,,,210,G,3,97200,1706367600000.0
,,,200,G,3,97200,1706371200000.0
,,,240,G,3,97200,1706374800000.0
,,,240,G,3,97200,1706378400000.0
,,,220,G,3,97200,1706382000000.0
,,,230,G,3,97200,1706385600000.0
,,,240,G,3,97200,1706389200000.0
,,,240,G,3,97200,1706392800000.0
,,,240,G,3,97200,1706396400000.0
,,,260,G,3,97200,1706400000000.0
,,,250,G,3,97200,1706403600000.0
,,,260,G,3,97200,1706407200000.0
,,,260,G,3,97200,1706410800000.0
,,,250,G,3,97200,1706414400000.0
,,,250,G,3,97200,1706418000000.0
,,,250,G,3,97200,1706421600000.0
,,,250,G,3,97200,1706425200000.0
,,,220,G,3,97200,1706428800000.0
,,,240,G,3,97200,1706432400000.0
,,,230,G,3,97200,1706436000000.0
,,,210,G,3,97200,1706439600000.0
,,,220,G,3,97200,1706443200000.0
,,,210,G,3,97200,1706446800000.0
,,,220,G,3,97200,1706450400000.0
,,,220,G,3,97200,1706454000000.0
,,,220,G,3,97200,1706457600000.0
,,,230,G,3,97200,1706461200000.0
,,,210,G,3,97200,1706464800000.0
,,,210,G,3,97200,1706468400000.0
,,,220,G,3,97200,1706472000000.0
,,,190,G,3,97200,1706475600000.0
,,,210,G,3,97200,1706479200000.0
,,,200,G,3,97200,1706482800000.0
,,,190,G,3,97200,1706486400000.0
,,,190,G,3,97200,1706490000000.0
,,,190,G,3,97200,1706493600000.0
,,,200,G,3,97200,1706497200000.0
,,,200,G,3,97200,1706500800000.0
,,,190,G,3,97200,1706504400000.0
,,,200,G,3,97200,1706508000000.0
,,,190,G,3,97200,1706511600000.0
,,,200,G,3,97200,1706515200000.0
,,,200,G,3,97200,1706518800000.0
,,,220,G,3,97200,1706522400000.0
,,,240,G,3,97200,1706526000000.0
,,,250,G,3,97200,1706529600000.0
,,,260,G,3,97200,1706533200000.0
,,,270,G,3,97200,1706536800000.0
,,,270,G,3,97200,1706540400000.0
,,,240,G,3,97200,1706544000000.0
,,,250,G,3,97200,1706547600000.0
,,,220,G,3,97200,1706551200000.0
,,,260,G,3,97200,1706554800000.0
,,,270,G,3,97200,1706558400000.0
,,,230,G,3,97200,1706562000000.0
,,,0,G,3,97200,1706565600000.0
,,,0,G,3,97200,1706569200000.0
,,,0,G,3,97200,1706572800000.0
,,,0,G,3,97200,1706576400000.0
,,,0,G,3,97200,1706580000000.0
,,,290,G,3,97200,1706583600000.0
,,,0,G,3,97200,1706587200000.0
,,,0,G,3,97200,1706590800000.0
,,,0,G,3,97200,1706594400000.0
,,,0,G,3,97200,1706598000000.0
,,,150,G,3,97200,1706601600000.0
,,,0,G,3,97200,1706605200000.0
,,,120,G,3,97200,1706608800000.0
,,,140,G,3,97200,1706612400000.0
,,,130,G,3,97200,1706616000000.0
,,,140,G,3,97200,1706619600000.0
,,,140,G,3,97200,1706623200000.0
,,,130,G,3,97200,1706626800000.0
,,,150,G,3,97200,1706630400000.0
,,,150,G,3,97200,1706634000000.0
,,,130,G,3,97200,1706637600000.0
,,,170,G,3,97200,1706641200000.0
,,,150,G,3,97200,1706644800000.0
,,,160,G,3,97200,1706648400000.0
,,,150,G,3,97200,1706652000000.0
,,,180,G,3,97200,1706655600000.0
,,,200,G,3,97200,1706659200000.0
,,,220,G,3,97200,1706662800000.0
,,,220,G,3,97200,1706666400000.0
,,,220,G,3,97200,1706670000000.0
,,,240,G,3,97200,1706673600000.0
,,,250,G,3,97200,1706677200000.0
,,,230,G,3,97200,1706680800000.0
,,,240,G,3,97200,1706684400000.0
,,,240,G,3,97200,1706688000000.0
,,,250,G,3,97200,1706691600000.0
,,,250,G,3,97200,1706695200000.0
,,,250,G,3,97200,1706698800000.0
,,,240,G,3,97200,1706702400000.0
,,,240,G,3,97200,1706706000000.0
,,,230,G,3,97200,1706709600000.0
,,,220,G,3,97200,1706713200000.0
,,,230,G,3,97200,1706716800000.0
,,,230,G,3,97200,1706720400000.0
,,,220,G,3,97200,1706724000000.0
,,,210,G,3,97200,1706727600000.0
,,,210,G,3,97200,1706731200000.0
,,,210,G,3,97200,1706734800000.0
,,,210,G,3,97200,1706738400000.0
,,,210,G,3,97200,1706742000000.0
,,,210,G,3,97200,1706745600000.0
,,,220,G,3,97200,1706749200000.0
,,,230,G,3,97200,1706752800000.0
,,,240,G,3,97200,1706756400000.0
,,,240,G,3,97200,1706760000000.0
,,,250,G,3,97200,1706763600000.0
,,,250,G,3,97200,1706767200000.0
,,,250,G,3,97200,1706770800000.0
,,,250,G,3,97200,1706774400000.0
,,,250,G,3,97200,1706778000000.0
,,,260,G,3,97200,1706781600000.0
,,,260,G,3,97200,1706785200000.0
,,,270,G,3,97200,1706788800000.0
,,,270,G,3,97200,1706792400000.0
,,,300,G,3,97200,1706796000000.0
,,,270,G,3,97200,1706799600000.0
,,,280,G,3,97200,1706803200000.0
,,,280,G,3,97200,1706806800000.0
,,,280,G,3,97200,1706810400000.0
,,,270,G,3,97200,1706814000000.0
,,,250,G,3,97200,1706817600000.0
,,,270,G,3,97200,1706821200000.0
,,,250,G,3,97200,1706824800000.0
,,,260,G,3,97200,1706828400000.0
,,,250,G,3,97200,1706832000000.0
,,,280,G,3,97200,1706835600000.0
,,,250,G,3,97200,1706839200000.0
,,,260,G,3,97200,1706842800000.0
,,,280,G,3,97200,1706846400000.0
,,,280,G,3,97200,1706850000000.0
,,,270,G,3,97200,1706853600000.0
,,,250,G,3,97200,1706857200000.0
,,,230,G,3,97200,1706860800000.0
,,,190,G,3,97200,1706864400000.0
,,,210,G,3,97200,1706868000000.0
,,,210,G,3,97200,1706871600000.0
,,,190,G,3,97200,1706875200000.0
,,,190,G,3,97200,1706878800000.0
,,,190,G,3,97200,1706882400000.0
,,,180,G,3,97200,1706886000000.0
,,,180,G,3,97200,1706889600000.0
,,,180,G,3,97200,1706893200000.0
,,,210,G,3,97200,1706896800000.0
,,,230,G,3,97200,1706900400000.0
,,,240,G,3,97200,1706904000000.0
,,,240,G,3,97200,1706907600000.0
,,,250,G,3,97200,1706911200000.0
,,,250,G,3,97200,1706914800000.0
,,,260,G,3,97200,1706918400000.0
,,,260,G,3,97200,1706922000000.0
,,,260,G,3,97200,1706925600000.0
,,,260,G,3,97200,1706929200000.0
,,,260,G,3,97200,1706932800000.0
,,,270,G,3,97200,1706936400000.0
,,,250,G,3,97200,1706940000000.0
,,,250,G,3,97200,1706943600000.0
,,,270,G,3,97200,1706947200000.0
,,,270,G,3,97200,1706950800000.0
,,,270,G,3,97200,1706954400000.0
,,,270,G,3,97200,1706958000000.0
,,,270,G,3,97200,1706961600000.0
,,,270,G,3,97200,1706965200000.0
,,,270,G,3,97200,1706968800000.0
,,,270,G,3,97200,1706972400000.0
,,,260,G,3,97200,1706976000000.0
,,,260,G,3,97200,1706979600000.0
,,,260,G,3,97200,1706983200000.0
,,,260,G,3,97200,1706986800000.0
,,,250,G,3,97200,1706990400000.0
,,,260,G,3,97200,1706994000000.0
,,,260,G,3,97200,1706997600000.0
,,,260,G,3,97200,1707001200000.0
,,,260,G,3,97200,1707004800000.0
,,,270,G,3,97200,1707008400000.0
,,,260,G,3,97200,1707012000000.0
,,,270,G,3,97200,1707015600000.0
,,,260,G,3,97200,1707019200000.0
,,,270,G,3,97200,1707022800000.0
,,,250,G,3,97200,1707026400000.0
,,,250,G,3,97200,1707030000000.0
,,,250,G,3,97200,1707033600000.0
,,,250,G,3,97200,1707037200000.0
,,,250,G,3,97200,1707040800000.0
,,,250,G,3,97200,1707044400000.0
,,,250,G,3,97200,1707048000000.0
,,,260,G,3,97200,1707051600000.0
,,,250,G,3,97200,1707055200000.0
,,,260,G,3,97200,1707058800000.0
,,,250,G,3,97200,1707062400000.0
,,,260,G,3,97200,1707066000000.0
,,,250,G,3,97200,1707069600000.0
,,,250,G,3,97200,1707073200000.0
,,,260,G,3,97200,1707076800000.0
,,,240,G,3,97200,1707080400000.0
,,,230,G,3,97200,1707084000000.0
,,,230,G,3,97200,1707087600000.0
,,,220,G,3,97200,1707091200000.0
,,,220,G,3,97200,1707094800000.0
,,,280,G,3,97200,1707098400000.0
,,,300,G,3,97200,1707102000000.0
,,,280,G,3,97200,1707105600000.0
,,,290,G,3,97200,1707109200000.0
,,,280,G,3,97200,1707112800000.0
,,,280,G,3,97200,1707116400000.0
,,,280,G,3,97200,1707120000000.0
,,,280,G,3,97200,1707123600000.0
,,,280,G,3,97200,1707127200000.0
,,,280,G,3,97200,1707130800000.0
,,,290,G,3,97200,1707134400000.0
,,,290,G,3,97200,1707138000000.0
,,,290,G,3,97200,1707141600000.0
,,,290,G,3,97200,1707145200000.0
,,,300,G,3,97200,1707148800000.0
,,,290,G,3,97200,1707152400000.0
,,,270,G,3,97200,1707156000000.0
,,,290,G,3,97200,1707159600000.0
,,,280,G,3,97200,1707163200000.0
,,,290,G,3,97200,1707166800000.0
,,,280,G,3,97200,1707170400000.0
,,,290,G,3,97200,1707174000000.0
,,,290,G,3,97200,1707177600000.0
,,,0,G,3,97200,1707181200000.0
,,,0,G,3,97200,1707184800000.0
,,,0,G,3,97200,1707188400000.0
,,,0,G,3,97200,1707192000000.0
,,,0,G,3,97200,1707195600000.0
,,,0,G,3,97200,1707199200000.0
,,,280,G,3,97200,1707202800000.0
,,,0,G,3,97200,1707206400000.0
,,,0,G,3,97200,1707213600000.0
,,,0,G,3,97200,1707217200000.0
,,,90,G,3,97200,1707220800000.0
,,,80,G,3,97200,1707224400000.0
,,,120,G,3,97200,1707228000000.0
,,,80,G,3,97200,1707231600000.0
,,,80,G,3,97200,1707235200000.0
,,,60,G,3,97200,1707238800000.0
,,,60,G,3,97200,1707242400000.0
,,,40,G,3,97200,1707246000000.0
,,,40,G,3,97200,1707249600000.0
,,,40,G,3,97200,1707253200000.0
,,,40,G,3,97200,1707256800000.0
,,,30,G,3,97200,1707260400000.0
,,,30,G,3,97200,1707264000000.0
,,,20,G,3,97200,1707267600000.0
,,,20,G,3,97200,1707271200000.0
,,,30,G,3,97200,1707274800000.0
,,,20,G,3,97200,1707278400000.0
,,,20,G,3,97200,1707282000000.0
,,,360,G,3,97200,1707285600000.0
,,,10,G,3,97200,1707289200000.0
,,,20,G,3,97200,1707292800000.0
,,,360,G,3,97200,1707296400000.0
,,,340,G,3,97200,1707300000000.0
,,,20,G,3,97200,1707303600000.0
,,,350,G,3,97200,1707307200000.0
,,,30,G,3,97200,1707310800000.0
,,,330,G,3,97200,1707314400000.0
,,,280,G,3,97200,1707318000000.0
,,,290,G,3,97200,1707321600000.0
,,,280,G,3,97200,1707325200000.0
,,,280,G,3,97200,1707328800000.0
,,,250,G,3,97200,1707332400000.0
,,,260,G,3,97200,1707336000000.0
,,,250,G,3,97200,1707339600000.0
,,,0,G,3,97200,1707343200000.0
,,,0,G,3,97200,1707346800000.0
,,,0,G,3,97200,1707350400000.0
,,,0,G,3,97200,1707354000000.0
,,,0,G,3,97200,1707357600000.0
,,,0,G,3,97200,1707361200000.0
,,,0,G,3,97200,1707364800000.0
,,,0,G,3,97200,1707368400000.0
,,,0,G,3,97200,1707372000000.0
,,,40,G,3,97200,1707375600000.0
,,,190,G,3,97200,1707379200000.0
,,,0,G,3,97200,1707382800000.0
,,,110,G,3,97200,1707386400000.0
,,,130,G,3,97200,1707390000000.0
,,,100,G,3,97200,1707393600000.0
,,,150,G,3,97200,1707397200000.0
,,,80,G,3,97200,1707400800000.0
,,,80,G,3,97200,1707404400000.0
