from,to,ref,value,quality,parameter_id,station_id,date
,,,5.0,G,4,97200,1703329200000.0
,,,4.0,G,4,97200,1703332800000.0
,,,5.0,G,4,97200,1703336400000.0
,,,5.0,G,4,97200,1703340000000.0
,,,4.0,G,4,97200,1703343600000.0
,,,5.0,G,4,97200,1703347200000.0
,,,5.0,G,4,97200,1703350800000.0
,,,4.0,G,4,97200,1703354400000.0
,,,4.0,G,4,97200,1703358000000.0
,,,5.0,G,4,97200,1703361600000.0
,,,4.0,G,4,97200,1703365200000.0
,,,4.0,G,4,97200,1703368800000.0
,,,4.0,G,4,97200,1703372400000.0
,,,4.0,G,4,97200,1703376000000.0
,,,3.0,G,4,97200,1703379600000.0
,,,3.0,G,4,97200,1703383200000.0
,,,4.0,G,4,97200,1703386800000.0
,,,3.0,G,4,97200,1703390400000.0
,,,3.0,G,4,97200,1703394000000.0
,,,2.0,G,4,97200,1703397600000.0
,,,2.0,G,4,97200,1703401200000.0
,,,3.0,G,4,97200,1703404800000.0
,,,2.0,G,4,97200,1703408400000.0
,,,2.0,G,4,97200,1703412000000.0
,,,2.0,G,4,97200,1703415600000.0
,,,2.0,G,4,97200,1703419200000.0
,,,1.0,G,4,97200,1703422800000.0
,,,1.0,G,4,97200,1703426400000.0
,,,1.0,G,4,97200,1703430000000.0
,,,2.0,G,4,97200,1703433600000.0
,,,2.0,G,4,97200,1703437200000.0
,,,1.0,G,4,97200,1703440800000.0
,,,1.0,G,4,97200,1703444400000.0
,,,2.0,G,4,97200,1703448000000.0
,,,4.0,G,4,97200,1703451600000.0
,,,5.0,G,4,97200,1703455200000.0
,,,5.0,G,4,97200,1703458800000.0
,,,5.0,G,4,97200,1703462400000.0
,,,3.0,G,4,97200,1703466000000.0
,,,3.0,G,4,97200,1703469600000.0
,,,2.0,G,4,97200,1703473200000.0
,,,2.0,G,4,97200,1703476800000.0
,,,2.0,G,4,97200,1703480400000.0
,,,2.0,G,4,97200,1703484000000.0
,,,2.0,G,4,97200,1703487600000.0
,,,1.0,G,4,97200,1703491200000.0
,,,2.0,G,4,97200,1703494800000.0
,,,2.0,G,4,97200,1703498400000.0
,,,2.0,G,4,97200,1703502000000.0
,,,2.0,G,4,97200,1703505600000.0
,,,1.0,G,4,97200,1703509200000.0
,,,1.0,G,4,97200,1703512800000.0
,,,2.0,G,4,97200,1703516400000.0
,,,1.0,G,4,97200,1703520000000.0
,,,1.0,G,4,97200,1703523600000.0
,,,1.0,G,4,97200,1703527200000.0
,,,1.0,G,4,97200,1703530800000.0
,,,1.0,G,4,97200,1703534400000.0
,,,5.0,G,4,97200,1703538000000.0
,,,5.0,G,4,97200,1703541600000.0
,,,5.0,G,4,97200,1703545200000.0
,,,5.0,G,4,97200,1703548800000.0
,,,5.0,G,4,97200,1703552400000.0
,,,2.0,G,4,97200,1703556000000.0
,,,1.0,G,4,97200,1703559600000.0
,,,0.0,G,4,97200,1703563200000.0
,,,1.0,G,4,97200,1703566800000.0
,,,2.0,G,4,97200,1703570400000.0
,,,1.0,G,4,97200,1703574000000.0
,,,1.0,G,4,97200,1703577600000.0
,,,1.0,G,4,97200,1703581200000.0
,,,2.0,G,4,97200,1703584800000.0
,,,3.0,G,4,97200,1703588400000.0
,,,3.0,G,4,97200,1703592000000.0
,,,3.0,G,4,97200,1703595600000.0
,,,4.0,G,4,97200,1703599200000.0
,,,3.0,G,4,97200,1703602800000.0
,,,2.0,G,4,97200,1703606400000.0
,,,3.0,G,4,97200,1703610000000.0
,,,1.0,G,4,97200,1703613600000.0
,,,2.0,G,4,97200,1703617200000.0
,,,2.0,G,4,97200,1703620800000.0
,,,2.0,G,4,97200,1703624400000.0
,,,3.0,G,4,97200,1703628000000.0
,,,3.0,G,4,97200,1703631600000.0
,,,3.0,G,4,97200,1703635200000.0
,,,4.0,G,4,97200,1703638800000.0
,,,4.0,G,4,97200,1703642400000.0
,,,3.0,G,4,97200,1703646000000.0
,,,5.0,G,4,97200,1703649600000.0
,,,5.0,G,4,97200,1703653200000.0
,,,5.0,G,4,97200,1703656800000.0
,,,5.0,G,4,97200,1703660400000.0
,,,5.0,G,4,97200,1703664000000.0
,,,7.0,G,4,97200,1703667600000.0
,,,6.0,G,4,97200,1703671200000.0
,,,6.0,G,4,97200,1703674800000.0
,,,5.0,G,4,97200,1703678400000.0
,,,5.0,G,4,97200,1703682000000.0
,,,5.0,G,4,97200,1703685600000.0
,,,4.0,G,4,97200,1703689200000.0
,,,3.0,G,4,97200,1703692800000.0
,,,3.0,G,4,97200,1703696400000.0
,,,2.0,G,4,97200,1703700000000.0
,,,3.0,G,4,97200,1703703600000.0
,,,2.0,G,4,97200,1703707200000.0
,,,3.0,G,4,97200,1703710800000.0
,,,1.0,G,4,97200,1703714400000.0
,,,2.0,G,4,97200,1703718000000.0
,,,2.0,G,4,97200,1703721600000.0
,,,1.0,G,4,97200,1703725200000.0
,,,1.0,G,4,97200,1703728800000.0
,,,1.0,G,4,97200,1703732400000.0
,,,2.0,G,4,97200,1703736000000.0
,,,3.0,G,4,97200,1703739600000.0
,,,1.0,G,4,97200,1703743200000.0
,,,0.0,G,4,97200,1703746800000.0
,,,4.0,G,4,97200,1703750400000.0
,,,5.0,G,4,97200,1703754000000.0
,,,6.0,G,4,97200,1703757600000.0
,,,6.0,G,4,97200,1703761200000.0
,,,5.0,G,4,97200,1703764800000.0
,,,4.0,G,4,97200,1703768400000.0
,,,3.0,G,4,97200,1703772000000.0
,,,3.0,G,4,97200,1703775600000.0
,,,3.0,G,4,97200,1703779200000.0
,,,2.0,G,4,97200,1703782800000.0
,,,1.0,G,4,97200,1703786400000.0
,,,4.0,G,4,97200,1703790000000.0
,,,6.0,G,4,97200,1703793600000.0
,,,5.0,G,4,97200,1703797200000.0
,,,3.0,G,4,97200,1703800800000.0
,,,3.0,G,4,97200,1703804400000.0
,,,3.0,G,4,97200,1703808000000.0
,,,1.0,G,4,97200,1703811600000.0
,,,2.0,G,4,97200,1703815200000.0
,,,2.0,G,4,97200,1703818800000.0
,,,2.0,G,4,97200,1703822400000.0
,,,2.0,G,4,97200,1703826000000.0
,,,3.0,G,4,97200,1703829600000.0
,,,1.0,G,4,97200,1703833200000.0
,,,1.0,G,4,97200,1703836800000.0
,,,3.0,G,4,97200,1703840400000.0
,,,2.0,G,4,97200,1703844000000.0
,,,3.0,G,4,97200,1703847600000.0
,,,2.0,G,4,97200,1703851200000.0
,,,1.0,G,4,97200,1703854800000.0
,,,1.0,G,4,97200,1703858400000.0
,,,1.0,G,4,97200,1703862000000.0
,,,1.0,G,4,97200,1703865600000.0
,,,1.0,G,4,97200,1703869200000.0
,,,0.0,G,4,97200,1703872800000.0
,,,0.0,G,4,97200,1703876400000.0
,,,1.0,G,4,97200,1703880000000.0
,,,1.0,G,4,97200,1703883600000.0
,,,0.0,G,4,97200,1703887200000.0
,,,0.0,G,4,97200,1703890800000.0
,,,1.0,G,4,97200,1703894400000.0
,,,1.0,G,4,97200,1703898000000.0
,,,1.0,G,4,97200,1703901600000.0
,,,1.0,G,4,97200,1703905200000.0
,,,1.0,G,4,97200,1703908800000.0
,,,1.0,G,4,97200,1703912400000.0
,,,1.0,G,4,97200,1703916000000.0
,,,1.0,G,4,97200,1703919600000.0
,,,2.0,G,4,97200,1703923200000.0
,,,2.0,G,4,97200,1703926800000.0
,,,3.0,G,4,97200,1703930400000.0
,,,3.0,G,4,97200,1703934000000.0
,,,3.0,G,4,97200,1703937600000.0
,,,2.0,G,4,97200,1703941200000.0
,,,2.0,G,4,97200,1703944800000.0
,,,2.0,G,4,97200,1703948400000.0
,,,3.0,G,4,97200,1703952000000.0
,,,3.0,G,4,97200,1703955600000.0
,,,3.0,G,4,97200,1703959200000.0
,,,3.0,G,4,97200,1703962800000.0
,,,4.0,G,4,97200,1703966400000.0
,,,4.0,G,4,97200,1703970000000.0
,,,3.0,G,4,97200,1703973600000.0
,,,2.0,G,4,97200,1703977200000.0
,,,3.0,G,4,97200,1703980800000.0
,,,3.0,G,4,97200,1703984400000.0
,,,2.0,G,4,97200,1703988000000.0
,,,5.0,G,4,97200,1703991600000.0
,,,3.0,G,4,97200,1703995200000.0
,,,4.0,G,4,97200,1703998800000.0
,,,3.0,G,4,97200,1704002400000.0
,,,2.0,G,4,97200,1704006000000.0
,,,3.0,G,4,97200,1704009600000.0
,,,2.0,G,4,97200,1704013200000.0
,,,2.0,G,4,97200,1704016800000.0
,,,1.0,G,4,97200,1704020400000.0
,,,2.0,G,4,97200,1704024000000.0
,,,3.0,G,4,97200,1704027600000.0
,,,2.0,G,4,97200,1704031200000.0
,,,2.0,G,4,97200,1704034800000.0
,,,2.0,G,4,97200,1704038400000.0
,,,2.0,G,4,97200,1704042000000.0
,,,3.0,G,4,97200,1704045600000.0
,,,4.0,G,4,97200,1704049200000.0
,,,3.0,G,4,97200,1704052800000.0
,,,4.0,G,4,97200,1704056400000.0
,,,3.0,G,4,97200,1704060000000.0
,,,4.0,G,4,97200,1704063600000.0
,,,4.0,G,4,97200,1704067200000.0
,,,4.0,G,4,97200,1704070800000.0
,,,5.0,G,4,97200,1704074400000.0
,,,5.0,G,4,97200,1704078000000.0
,,,4.0,G,4,97200,1704081600000.0
,,,6.0,G,4,97200,1704085200000.0
,,,4.0,G,4,97200,1704088800000.0
,,,4.0,G,4,97200,1704092400000.0
,,,4.0,G,4,97200,1704096000000.0
,,,4.0,G,4,97200,1704099600000.0
,,,6.0,G,4,97200,1704103200000.0
,,,6.0,G,4,97200,1704106800000.0
,,,5.0,G,4,97200,1704110400000.0
,,,4.0,G,4,97200,1704114000000.0
,,,5.0,G,4,97200,1704117600000.0
,,,4.0,G,4,97200,1704121200000.0
,,,4.0,G,4,97200,1704124800000.0
,,,4.0,G,4,97200,1704128400000.0
,,,5.0,G,4,97200,1704132000000.0
,,,4.0,G,4,97200,1704135600000.0
,,,5.0,G,4,97200,1704139200000.0
,,,4.0,G,4,97200,1704142800000.0
,,,4.0,G,4,97200,1704146400000.0
,,,6.0,G,4,97200,1704150000000.0
,,,6.0,G,4,97200,1704153600000.0
,,,4.0,G,4,97200,1704157200000.0
,,,5.0,G,4,97200,1704160800000.0
,,,4.0,G,4,97200,1704164400000.0
,,,3.0,G,4,97200,1704168000000.0
,,,3.0,G,4,97200,1704171600000.0
,,,3.0,G,4,97200,1704175200000.0
,,,5.0,G,4,97200,1704178800000.0
,,,5.0,G,4,97200,1704182400000.0
,,,6.0,G,4,97200,1704186000000.0
,,,6.0,G,4,97200,1704189600000.0
,,,5.0,G,4,97200,1704193200000.0
,,,6.0,G,4,97200,1704196800000.0
,,,6.0,G,4,97200,1704200400000.0
,,,6.0,G,4,97200,1704204000000.0
,,,5.0,G,4,97200,1704207600000.0
,,,5.0,G,4,97200,1704211200000.0
,,,7.0,G,4,97200,1704214800000.0
,,,8.0,G,4,97200,1704218400000.0
,,,7.0,G,4,97200,1704222000000.0
,,,7.0,G,4,97200,1704225600000.0
,,,7.0,G,4,97200,1704229200000.0
,,,7.0,G,4,97200,1704232800000.0
,,,7.0,G,4,97200,1704236400000.0
,,,6.0,G,4,97200,1704240000000.0
,,,8.0,G,4,97200,1704243600000.0
,,,7.0,G,4,97200,1704247200000.0
,,,7.0,G,4,97200,1704250800000.0
,,,8.0,G,4,97200,1704254400000.0
,,,8.0,G,4,97200,1704258000000.0
,,,8.0,G,4,97200,1704261600000.0
,,,7.0,G,4,97200,1704265200000.0
,,,7.0,G,4,97200,1704268800000.0
,,,6.0,G,4,97200,1704272400000.0
,,,7.0,G,4,97200,1704276000000.0
,,,6.0,G,4,97200,1704279600000.0
,,,7.0,G,4,97200,1704283200000.0
,,,7.0,G,4,97200,1704286800000.0
,,,8.0,G,4,97200,1704290400000.0
,,,6.0,G,4,97200,1704294000000.0
,,,8.0,G,4,97200,1704297600000.0
,,,7.0,G,4,97200,1704301200000.0
,,,8.0,G,4,97200,1704304800000.0
,,,6.0,G,4,97200,1704308400000.0
,,,9.0,G,4,97200,1704312000000.0
,,,6.0,G,4,97200,1704315600000.0
,,,7.0,G,4,97200,1704319200000.0
,,,3.0,G,4,97200,1704322800000.0
,,,4.0,G,4,97200,1704326400000.0
,,,5.0,G,4,97200,1704330000000.0
,,,4.0,G,4,97200,1704333600000.0
,,,4.0,G,4,97200,1704337200000.0
,,,4.0,G,4,97200,1704340800000.0
,,,4.0,G,4,97200,1704344400000.0
,,,3.0,G,4,97200,1704348000000.0
,,,4.0,G,4,97200,1704351600000.0
,,,4.0,G,4,97200,1704355200000.0
,,,4.0,G,4,97200,1704358800000.0
,,,4.0,G,4,97200,1704362400000.0
,,,4.0,G,4,97200,1704366000000.0
,,,4.0,G,4,97200,1704369600000.0
,,,4.0,G,4,97200,1704373200000.0
,,,5.0,G,4,97200,1704376800000.0
,,,4.0,G,4,97200,1704380400000.0
,,,4.0,G,4,97200,1704384000000.0
,,,4.0,G,4,97200,1704387600000.0
,,,4.0,G,4,97200,1704391200000.0
,,,4.0,G,4,97200,1704394800000.0
,,,5.0,G,4,97200,1704398400000.0
,,,5.0,G,4,97200,1704402000000.0
,,,3.0,G,4,97200,1704405600000.0
,,,4.0,G,4,97200,1704409200000.0
,,,4.0,G,4,97200,1704412800000.0
,,,3.0,G,4,97200,1704416400000.0
,,,2.0,G,4,97200,1704420000000.0
,,,3.0,G,4,97200,1704423600000.0
,,,4.0,G,4,97200,1704427200000.0
,,,4.0,G,4,97200,1704430800000.0
,,,3.0,G,4,97200,1704434400000.0
,,,4.0,G,4,97200,1704438000000.0
,,,2.0,G,4,97200,1704441600000.0
,,,2.0,G,4,97200,1704445200000.0
,,,2.0,G,4,97200,1704448800000.0
,,,3.0,G,4,97200,1704452400000.0
,,,2.0,G,4,97200,1704456000000.0
,,,2.0,G,4,97200,1704459600000.0
,,,2.0,G,4,97200,1704463200000.0
,,,2.0,G,4,97200,1704466800000.0
,,,3.0,G,4,97200,1704470400000.0
,,,2.0,G,4,97200,1704474000000.0
,,,2.0,G,4,97200,1704477600000.0
,,,2.0,G,4,97200,1704481200000.0
,,,2.0,G,4,97200,1704484800000.0
,,,2.0,G,4,97200,1704488400000.0
,,,2.0,G,4,97200,1704492000000.0
,,,2.0,G,4,97200,1704495600000.0
,,,2.0,G,4,97200,1704499200000.0
,,,2.0,G,4,97200,1704502800000.0
,,,2.0,G,4,97200,1704506400000.0
,,,3.0,G,4,97200,1704510000000.0
,,,2.0,G,4,97200,1704513600000.0
,,,3.0,G,4,97200,1704517200000.0
,,,2.0,G,4,97200,1704520800000.0
,,,3.0,G,4,97200,1704524400000.0
,,,2.0,G,4,97200,1704528000000.0
,,,3.0,G,4,97200,1704531600000.0
,,,2.0,G,4,97200,1704535200000.0
,,,3.0,G,4,97200,1704538800000.0
,,,3.0,G,4,97200,1704542400000.0
,,,2.0,G,4,97200,1704546000000.0
,,,2.0,G,4,97200,1704549600000.0
,,,2.0,G,4,97200,1704553200000.0
,,,1.0,G,4,97200,1704556800000.0
,,,1.0,G,4,97200,1704560400000.0
,,,2.0,G,4,97200,1704564000000.0
,,,1.0,G,4,97200,1704567600000.0
,,,1.0,G,4,97200,1704571200000.0
,,,1.0,G,4,97200,1704574800000.0
,,,1.0,G,4,97200,1704578400000.0
,,,1.0,G,4,97200,1704582000000.0
,,,0.0,G,4,97200,1704585600000.0
,,,1.0,G,4,97200,1704589200000.0
,,,1.0,G,4,97200,1704592800000.0
,,,1.0,G,4,97200,1704596400000.0
,,,0.0,G,4,97200,1704600000000.0
,,,0.0,G,4,97200,1704603600000.0
,,,0.0,G,4,97200,1704607200000.0
,,,1.0,G,4,97200,1704610800000.0
,,,0.0,G,4,97200,1704614400000.0
,,,1.0,G,4,97200,1704618000000.0
,,,1.0,G,4,97200,1704621600000.0
,,,1.0,G,4,97200,1704625200000.0
,,,1.0,G,4,97200,1704628800000.0
,,,1.0,G,4,97200,1704632400000.0
,,,1.0,G,4,97200,1704636000000.0
,,,1.0,G,4,97200,1704639600000.0
,,,1.0,G,4,97200,1704643200000.0
,,,0.0,G,4,97200,1704646800000.0
,,,0.0,G,4,97200,1704650400000.0
,,,0.0,G,4,97200,1704654000000.0
,,,0.0,G,4,97200,1704657600000.0
,,,0.0,G,4,97200,1704661200000.0
,,,0.0,G,4,97200,1704664800000.0
,,,1.0,G,4,97200,1704668400000.0
,,,1.0,G,4,97200,1704672000000.0
,,,1.0,G,4,97200,1704675600000.0
,,,2.0,G,4,97200,1704679200000.0
,,,2.0,G,4,97200,1704682800000.0
,,,3.0,G,4,97200,1704686400000.0
,,,3.0,G,4,97200,1704690000000.0
,,,3.0,G,4,97200,1704693600000.0
,,,3.0,G,4,97200,1704697200000.0
,,,2.0,G,4,97200,1704700800000.0
,,,2.0,G,4,97200,1704704400000.0
,,,3.0,G,4,97200,1704708000000.0
,,,3.0,G,4,97200,1704711600000.0
,,,3.0,G,4,97200,1704715200000.0
,,,4.0,G,4,97200,1704718800000.0
,,,3.0,G,4,97200,1704722400000.0
,,,2.0,G,4,97200,1704726000000.0
,,,3.0,G,4,97200,1704729600000.0
,,,2.0,G,4,97200,1704733200000.0
,,,3.0,G,4,97200,1704736800000.0
,,,2.0,G,4,97200,1704740400000.0
,,,1.0,G,4,97200,1704744000000.0
,,,2.0,G,4,97200,1704747600000.0
,,,2.0,G,4,97200,1704751200000.0
,,,2.0,G,4,97200,1704754800000.0
,,,1.0,G,4,97200,1704758400000.0
,,,2.0,G,4,97200,1704762000000.0
,,,2.0,G,4,97200,1704765600000.0
,,,2.0,G,4,97200,1704769200000.0
,,,2.0,G,4,97200,1704772800000.0
,,,2.0,G,4,97200,1704776400000.0
,,,2.0,G,4,97200,1704780000000.0
,,,3.0,G,4,97200,1704783600000.0
,,,2.0,G,4,97200,1704787200000.0
,,,3.0,G,4,97200,1704790800000.0
,,,3.0,G,4,97200,1704794400000.0
,,,3.0,G,4,97200,1704798000000.0
,,,5.0,G,4,97200,1704801600000.0
,,,4.0,G,4,97200,1704805200000.0
,,,4.0,G,4,97200,1704808800000.0
,,,3.0,G,4,97200,1704812400000.0
,,,3.0,G,4,97200,1704816000000.0
,,,2.0,G,4,97200,1704819600000.0
,,,3.0,G,4,97200,1704823200000.0
,,,3.0,G,4,97200,1704826800000.0
,,,3.0,G,4,97200,1704830400000.0
,,,3.0,G,4,97200,1704834000000.0
,,,2.0,G,4,97200,1704837600000.0
,,,3.0,G,4,97200,1704841200000.0
,,,3.0,G,4,97200,1704844800000.0
,,,2.0,G,4,97200,1704848400000.0
,,,2.0,G,4,97200,1704852000000.0
,,,3.0,G,4,97200,1704855600000.0
,,,3.0,G,4,97200,1704859200000.0
,,,2.0,G,4,97200,1704862800000.0
,,,1.0,G,4,97200,1704866400000.0
,,,1.0,G,4,97200,1704870000000.0
,,,2.0,G,4,97200,1704873600000.0
,,,3.0,G,4,97200,1704877200000.0
,,,4.0,G,4,97200,1704880800000.0
,,,4.0,G,4,97200,1704884400000.0
,,,3.0,G,4,97200,1704888000000.0
,,,4.0,G,4,97200,1704891600000.0
,,,4.0,G,4,97200,1704895200000.0
,,,5.0,G,4,97200,1704898800000.0
,,,4.0,G,4,97200,1704902400000.0
,,,4.0,G,4,97200,1704906000000.0
,,,4.0,G,4,97200,1704909600000.0
,,,4.0,G,4,97200,1704913200000.0
,,,4.0,G,4,97200,1704916800000.0
,,,4.0,G,4,97200,1704920400000.0
,,,4.0,G,4,97200,1704924000000.0
,,,3.0,G,4,97200,1704927600000.0
,,,4.0,G,4,97200,1704931200000.0
,,,4.0,G,4,97200,1704934800000.0
,,,2.0,G,4,97200,1704938400000.0
,,,3.0,G,4,97200,1704942000000.0
,,,5.0,G,4,97200,1704945600000.0
,,,5.0,G,4,97200,1704949200000.0
,,,3.0,G,4,97200,1704952800000.0
,,,3.0,G,4,97200,1704956400000.0
,,,3.0,G,4,97200,1704960000000.0
,,,5.0,G,4,97200,1704963600000.0
,,,3.0,G,4,97200,1704967200000.0
,,,4.0,G,4,97200,1704970800000.0
,,,3.0,G,4,97200,1704974400000.0
,,,3.0,G,4,97200,1704978000000.0
,,,2.0,G,4,97200,1704981600000.0
,,,2.0,G,4,97200,1704985200000.0
,,,1.0,G,4,97200,1704988800000.0
,,,1.0,G,4,97200,1704992400000.0
,,,1.0,G,4,97200,1704996000000.0
,,,0.0,G,4,97200,1704999600000.0
,,,1.0,G,4,97200,1705003200000.0
,,,2.0,G,4,97200,1705006800000.0
,,,3.0,G,4,97200,1705010400000.0
,,,3.0,G,4,97200,1705014000000.0
,,,3.0,G,4,97200,1705017600000.0
,,,3.0,G,4,97200,1705021200000.0
,,,3.0,G,4,97200,1705024800000.0
,,,4.0,G,4,97200,1705028400000.0
,,,4.0,G,4,97200,1705032000000.0
,,,5.0,G,4,97200,1705035600000.0
,,,7.0,G,4,97200,1705039200000.0
,,,7.0,G,4,97200,1705042800000.0
,,,7.0,G,4,97200,1705046400000.0
,,,8.0,G,4,97200,1705050000000.0
,,,8.0,G,4,97200,1705053600000.0
,,,7.0,G,4,97200,1705057200000.0
,,,6.0,G,4,97200,1705060800000.0
,,,5.0,G,4,97200,1705064400000.0
,,,5.0,G,4,97200,1705068000000.0
,,,5.0,G,4,97200,1705071600000.0
,,,4.0,G,4,97200,1705075200000.0
,,,4.0,G,4,97200,1705078800000.0
,,,3.0,G,4,97200,1705082400000.0
,,,3.0,G,4,97200,1705086000000.0
,,,4.0,G,4,97200,1705089600000.0
,,,3.0,G,4,97200,1705093200000.0
,,,2.0,G,4,97200,1705096800000.0
,,,1.0,G,4,97200,1705100400000.0
,,,1.0,G,4,97200,1705104000000.0
,,,2.0,G,4,97200,1705107600000.0
,,,3.0,G,4,97200,1705111200000.0
,,,4.0,G,4,97200,1705114800000.0
,,,6.0,G,4,97200,1705118400000.0
,,,5.0,G,4,97200,1705122000000.0
,,,6.0,G,4,97200,1705125600000.0
,,,6.0,G,4,97200,1705129200000.0
,,,6.0,G,4,97200,1705132800000.0
,,,6.0,G,4,97200,1705136400000.0
,,,5.0,G,4,97200,1705140000000.0
,,,5.0,G,4,97200,1705143600000.0
,,,3.0,G,4,97200,1705147200000.0
,,,2.0,G,4,97200,1705150800000.0
,,,1.0,G,4,97200,1705154400000.0
,,,2.0,G,4,97200,1705158000000.0
,,,3.0,G,4,97200,1705161600000.0
,,,3.0,G,4,97200,1705165200000.0
,,,3.0,G,4,97200,1705168800000.0
,,,3.0,G,4,97200,1705172400000.0
,,,4.0,G,4,97200,1705176000000.0
,,,3.0,G,4,97200,1705179600000.0
,,,2.0,G,4,97200,1705183200000.0
,,,2.0,G,4,97200,1705186800000.0
,,,2.0,G,4,97200,1705190400000.0
,,,2.0,G,4,97200,1705194000000.0
,,,2.0,G,4,97200,1705197600000.0
,,,2.0,G,4,97200,1705201200000.0
,,,2.0,G,4,97200,1705204800000.0
,,,4.0,G,4,97200,1705208400000.0
,,,4.0,G,4,97200,1705212000000.0
,,,3.0,G,4,97200,1705215600000.0
,,,4.0,G,4,97200,1705219200000.0
,,,5.0,G,4,97200,1705222800000.0
,,,4.0,G,4,97200,1705226400000.0
,,,3.0,G,4,97200,1705230000000.0
,,,3.0,G,4,97200,1705233600000.0
,,,3.0,G,4,97200,1705237200000.0
,,,2.0,G,4,97200,1705240800000.0
,,,2.0,G,4,97200,1705244400000.0
,,,1.0,G,4,97200,1705248000000.0
,,,2.0,G,4,97200,1705251600000.0
,,,3.0,G,4,97200,1705255200000.0
,,,2.0,G,4,97200,1705258800000.0
,,,2.0,G,4,97200,1705262400000.0
,,,3.0,G,4,97200,1705266000000.0
,,,3.0,G,4,97200,1705269600000.0
,,,3.0,G,4,97200,1705273200000.0
,,,4.0,G,4,97200,1705276800000.0
,,,5.0,G,4,97200,1705280400000.0
,,,5.0,G,4,97200,1705284000000.0
,,,5.0,G,4,97200,1705287600000.0
,,,4.0,G,4,97200,1705291200000.0
,,,4.0,G,4,97200,1705294800000.0
,,,5.0,G,4,97200,1705298400000.0
,,,5.0,G,4,97200,1705302000000.0
,,,5.0,G,4,97200,1705305600000.0
,,,5.0,G,4,97200,1705309200000.0
,,,6.0,G,4,97200,1705312800000.0
,,,6.0,G,4,97200,1705316400000.0
,,,6.0,G,4,97200,1705320000000.0
,,,5.0,G,4,97200,1705323600000.0
,,,6.0,G,4,97200,1705327200000.0
,,,4.0,G,4,97200,1705330800000.0
,,,4.0,G,4,97200,1705334400000.0
,,,4.0,G,4,97200,1705338000000.0
,,,4.0,G,4,97200,1705341600000.0
,,,4.0,G,4,97200,1705345200000.0
,,,4.0,G,4,97200,1705348800000.0
,,,4.0,G,4,97200,1705352400000.0
,,,4.0,G,4,97200,1705356000000.0
,,,5.0,G,4,97200,1705359600000.0
,,,4.0,G,4,97200,1705363200000.0
,,,4.0,G,4,97200,1705366800000.0
,,,4.0,G,4,97200,1705370400000.0
,,,4.0,G,4,97200,1705374000000.0
,,,3.0,G,4,97200,1705377600000.0
,,,3.0,G,4,97200,1705381200000.0
,,,3.0,G,4,97200,1705384800000.0
,,,2.0,G,4,97200,1705388400000.0
,,,2.0,G,4,97200,1705392000000.0
,,,1.0,G,4,97200,1705395600000.0
,,,2.0,G,4,97200,1705399200000.0
,,,2.0,G,4,97200,1705402800000.0
,,,4.0,G,4,97200,1705406400000.0
,,,3.0,G,4,97200,1705410000000.0
,,,2.0,G,4,97200,1705413600000.0
,,,2.0,G,4,97200,1705417200000.0
,,,2.0,G,4,97200,1705420800000.0
,,,2.0,G,4,97200,1705424400000.0
,,,1.0,G,4,97200,1705428000000.0
,,,2.0,G,4,97200,1705431600000.0
,,,2.0,G,4,97200,1705435200000.0
,,,1.0,G,4,97200,1705438800000.0
,,,2.0,G,4,97200,1705442400000.0
,,,2.0,G,4,97200,1705446000000.0
,,,3.0,G,4,97200,1705449600000.0
,,,3.0,G,4,97200,1705453200000.0
,,,3.0,G,4,97200,1705456800000.0
,,,3.0,G,4,97200,1705460400000.0
,,,4.0,G,4,97200,1705464000000.0
,,,4.0,G,4,97200,1705467600000.0
,,,5.0,G,4,97200,1705471200000.0
,,,4.0,G,4,97200,1705474800000.0
,,,6.0,G,4,97200,1705478400000.0
,,,6.0,G,4,97200,1705482000000.0
,,,7.0,G,4,97200,1705485600000.0
,,,6.0,G,4,97200,1705489200000.0
,,,9.0,G,4,97200,1705492800000.0
,,,8.0,G,4,97200,1705496400000.0
,,,7.0,G,4,97200,1705500000000.0
,,,7.0,G,4,97200,1705503600000.0
,,,6.0,G,4,97200,1705507200000.0
,,,6.0,G,4,97200,1705510800000.0
,,,5.0,G,4,97200,1705514400000.0
,,,6.0,G,4,97200,1705518000000.0
,,,5.0,G,4,97200,1705521600000.0
,,,4.0,G,4,97200,1705525200000.0
,,,4.0,G,4,97200,1705528800000.0
,,,4.0,G,4,97200,1705532400000.0
,,,4.0,G,4,97200,1705564800000.0
,,,5.0,G,4,97200,1705568400000.0
,,,6.0,G,4,97200,1705572000000.0
,,,4.0,G,4,97200,1705575600000.0
,,,5.0,G,4,97200,1705579200000.0
,,,5.0,G,4,97200,1705582800000.0
,,,6.0,G,4,97200,1705586400000.0
,,,6.0,G,4,97200,1705590000000.0
,,,7.0,G,4,97200,1705593600000.0
,,,6.0,G,4,97200,1705597200000.0
,,,5.0,G,4,97200,1705600800000.0
,,,6.0,G,4,97200,1705604400000.0
,,,6.0,G,4,97200,1705608000000.0
,,,4.0,G,4,97200,1705611600000.0
,,,3.0,G,4,97200,1705615200000.0
,,,3.0,G,4,97200,1705618800000.0
,,,2.0,G,4,97200,1705622400000.0
,,,2.0,G,4,97200,1705626000000.0
,,,2.0,G,4,97200,1705629600000.0
,,,1.0,G,4,97200,1705633200000.0
,,,2.0,G,4,97200,1705636800000.0
,,,1.0,G,4,97200,1705640400000.0
